x ,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800,1850,1900,1950,2000,2050,2100,2150,2200,2250,2300,2350,2400,2450,2500,2550,2600,2650,2700,2750,2800,2850,2900,2950,3000,3050,3100,3150,3200,3250,3300,3350,3400,3450,3500,3550,3600,3650,3700,3750,3800,3850,3900,3950,4000,4050,4100,4150,4200,4250,4300,4350,4400,4450,4500,4550,4600,4650,4700,4750,4800,4850,4900,4950,5000,
1,2.07345,1.85354,1.80118,1.85354,1.88496,1.94779,1.89393,1.99491,2.11534,2.06717,1.92494,2.06822,2.10245,2.13628,1.95198,2.03025,2.00692,2.03156,1.92133,1.98234,2.01660,2.06203,2.07072,2.14152,1.99805,2.02512,1.98735,2.01735,2.01929,1.96664,2.02075,1.96153,2.01824,1.95703,2.04293,2.04029,2.02930,2.06518,1.97195,2.02161,1.96618,2.01660,1.98286,2.00919,1.99526,2.01472,1.98388,1.93601,2.06704,2.00308,2.00816,2.00699,1.97743,1.92335,2.00262,1.98594,1.99298,2.04854,1.97548,2.00957,1.96942,1.94475,2.01860,1.99884,1.97679,1.93636,2.01437,1.97089,1.96782,1.99087,2.03363,2.00975,1.95123,1.99703,1.96957,2.00070,2.02694,1.96390,2.03607,2.02711,1.99743,2.00219,2.03333,2.01361,1.98918,1.98432,2.01856,1.98206,2.00144,1.98688,2.00371,2.00789,2.02616,1.97853,2.00599,1.97397,2.00803,1.97472,1.99602,1.98234,
2,2.32478,1.85354,2.03156,1.91637,1.99805,1.96873,1.96574,1.94779,1.92684,2.09858,2.01633,2.05774,2.05412,2.01511,1.96873,2.07738,2.09193,2.05949,1.97424,2.03889,2.02558,2.06774,1.95052,1.95564,1.98549,2.01787,2.04785,2.01286,1.98245,1.99386,2.05318,1.99687,1.93636,1.99399,2.01241,2.04204,2.01571,2.06684,2.01384,2.04204,2.09950,2.00314,2.00916,1.98777,2.01202,2.02155,2.00928,2.02502,2.00293,1.93522,1.98598,2.00095,2.01773,2.03040,1.99691,1.98818,1.96322,1.99112,1.98080,1.98025,1.98899,2.00251,2.01062,2.03320,1.99805,2.01062,2.00499,2.00692,2.00333,2.00344,1.98230,1.97920,1.98652,1.97326,2.01397,1.99326,2.00491,2.00498,1.95813,2.02947,2.01760,1.98916,1.97807,1.98668,1.97218,2.00843,2.01206,1.92994,1.99368,2.02877,1.97333,2.02360,2.01400,2.00460,1.99078,2.00342,2.02228,1.99651,1.96873,1.97481,
3,2.26195,1.69646,1.90590,1.97920,2.08602,1.80118,1.98369,1.97920,2.00364,2.00434,1.98777,2.01586,2.02029,2.04204,1.93941,2.10094,1.91452,1.98269,1.98747,1.98549,2.03156,2.00491,1.98603,2.03680,1.92768,2.03479,2.10603,2.01511,2.02579,2.01062,2.00657,2.00866,1.94208,1.98844,1.96215,2.02458,1.94779,2.01062,2.03317,2.00119,2.04127,1.99865,2.07637,2.00205,2.01202,1.99559,2.00795,2.01978,1.95292,2.03701,2.01062,2.02995,1.99284,2.03040,1.96835,2.00950,1.96873,2.00304,1.96909,2.04727,2.01474,2.02481,2.02757,1.97626,1.97292,2.00491,2.01718,1.93578,2.00425,1.99805,2.03540,2.00713,1.99082,1.96052,2.03073,1.99160,1.97064,2.05090,2.05118,1.99648,1.98114,2.01675,2.01819,2.02334,1.97957,1.98578,2.01423,2.02347,1.99791,1.97571,2.03479,2.00447,2.02413,2.00527,2.01260,1.97920,2.03847,1.97984,1.99983,2.02319,
4,1.44513,1.88496,2.03156,1.97920,1.98549,1.98968,2.09140,1.96350,2.01760,2.08602,1.90780,2.02109,1.89462,2.06448,1.98968,1.92423,1.94040,2.03156,2.02054,1.92265,1.94180,1.94208,2.01881,2.06822,2.01062,2.04687,1.98502,1.97023,2.00412,1.96035,1.95184,2.00473,2.02014,2.03280,1.96574,1.96350,1.96647,1.98251,2.00740,2.02947,2.01522,1.97771,1.99747,2.02490,1.98130,2.02291,2.05474,1.94255,2.00036,1.99303,1.98105,2.00458,2.00114,2.03273,2.00148,2.03418,2.08668,2.00520,1.94566,2.06717,2.00341,1.91941,2.03456,1.95564,1.99515,1.98301,2.03500,1.99584,1.95963,1.98369,1.98761,2.02196,1.99168,2.01317,1.98968,1.98995,1.95432,1.98806,1.98278,1.97920,2.02691,2.00985,2.04620,1.99940,2.03206,1.95655,2.05467,1.98706,1.96402,2.00922,1.98714,2.00106,2.05116,2.00728,1.96498,1.98575,1.97758,2.00549,1.98079,2.01816,
5,1.88496,1.75929,2.09440,2.02633,2.06088,1.86401,1.92984,2.01847,1.97571,1.97292,1.99920,1.93732,2.12662,1.93432,2.04413,1.99884,2.06606,2.00364,2.01393,1.94465,2.03755,2.02204,1.99969,2.01324,2.01313,2.05170,2.03156,2.05326,1.93262,1.92265,1.97616,2.01062,2.01252,1.96627,1.97112,2.03505,2.02590,2.00566,1.98968,1.98863,1.97537,1.98968,1.98870,1.99348,1.99805,2.00516,1.99190,1.96480,1.99523,2.00936,1.96750,1.94295,1.99284,1.97571,1.97977,2.02745,1.97755,1.99762,2.00742,2.00957,2.03122,1.99643,2.04553,2.03516,1.99612,2.00586,1.96936,1.97366,1.97055,1.99356,2.00885,1.97746,1.97361,2.00468,2.03073,2.06353,1.98940,2.01626,2.01778,1.96428,2.00597,1.98687,1.98867,1.97247,2.01210,2.02669,2.00051,1.98920,2.01839,2.02109,2.01062,2.01335,1.99913,1.98388,1.97557,1.99818,1.98471,2.00357,2.01125,2.00308,
6,1.75929,2.04204,1.73835,1.88496,1.93522,2.08392,2.01960,1.99491,2.03156,1.92894,1.98777,1.99491,2.05412,1.97472,1.97292,1.94386,1.96627,1.97920,2.12306,2.03261,1.92684,1.97064,2.10077,1.97397,1.88747,1.97920,1.98269,2.04204,1.96079,2.03156,2.01670,2.01455,2.04108,1.98475,2.00164,1.98269,2.01062,1.94613,1.98484,2.00434,1.98457,1.99716,2.00039,2.00491,1.99805,2.03247,2.01998,1.96480,1.96959,1.99428,2.04758,2.00458,2.00114,1.98502,2.01405,2.04877,2.07014,1.97270,2.00849,2.06507,1.94676,1.98528,2.01261,1.97135,2.00869,1.98301,2.02375,1.97920,1.99696,2.01960,1.97080,2.00451,2.01837,1.95713,1.94695,1.96102,2.07916,2.01384,2.00187,1.97371,2.05328,2.03284,1.96898,1.97920,2.00027,2.03181,1.95357,2.00419,2.00497,1.92265,1.96988,1.99901,2.01602,1.99926,2.00004,1.99229,2.00220,2.00741,1.97889,2.02507,
7,1.94779,2.04204,1.78024,1.96350,1.77186,2.01062,2.04652,1.92423,2.03156,1.91637,2.02204,1.99491,2.06378,2.03755,2.01900,2.01455,2.03280,1.93033,2.00070,2.02633,1.94480,2.03632,1.99150,2.00538,2.01816,2.01304,1.89194,2.04877,1.96295,1.98758,1.99643,1.97331,1.98206,2.03834,2.03037,1.96873,1.98854,2.03211,1.96068,1.97449,1.97997,1.96574,1.95071,2.00205,1.98688,1.99969,2.05072,2.04204,1.97600,1.98172,2.03280,2.05291,1.95727,1.97571,2.00948,1.92198,2.00841,2.02362,2.00849,1.98444,1.96839,2.00657,2.00264,1.95564,2.01739,1.95826,2.00218,1.99861,2.00971,1.99356,1.99115,1.99055,2.01234,2.02081,2.00643,1.96680,1.96982,2.00981,1.97642,1.98313,1.98812,1.97307,1.97428,2.01436,2.02097,1.97701,2.00268,1.95778,2.01627,1.98898,1.99405,2.01745,2.00521,1.97787,2.02385,1.98182,1.96463,1.97664,2.00491,2.01816,
8,1.82212,1.94779,2.19911,1.97920,1.78442,2.00015,1.91188,2.00277,2.03854,2.04204,1.96492,2.01586,1.97679,1.97472,1.93103,2.04989,2.05128,2.00015,1.94117,1.97292,1.95976,1.98206,2.01881,1.97920,2.02319,1.99612,1.98968,2.05550,1.97379,2.04832,2.01670,2.00473,1.95731,2.06976,2.06088,2.01586,2.02420,2.03046,1.99129,1.98706,1.97997,1.95228,2.01500,2.01633,1.97013,1.99969,1.99992,2.02240,1.99651,2.04204,2.00076,2.04808,1.98691,1.98735,1.99120,2.01399,1.95330,1.98245,1.98400,2.00434,2.00753,2.03798,2.01461,1.98902,2.05895,2.00872,1.99468,1.93855,2.00333,2.05370,1.98407,1.99753,1.97877,2.04458,2.00643,1.99243,1.96656,1.99370,2.05118,2.00041,1.99588,1.96694,1.98412,2.05700,1.99731,2.00331,2.01134,1.97992,1.96332,2.04553,2.00371,1.98945,1.96130,2.04337,1.97623,1.99426,2.00997,1.99139,1.98079,1.97418,
9,1.94779,1.82212,1.82212,1.94779,1.80956,1.88496,2.15423,1.95564,2.05949,2.00434,2.05060,1.94779,2.00579,2.04652,2.00643,1.92030,1.98844,1.98618,2.08007,1.96978,2.03755,2.02490,2.01608,1.98182,2.03073,1.98404,1.99200,1.99267,2.01495,1.97920,1.98224,1.99491,2.01062,1.92376,1.96574,2.01236,2.01402,1.99574,2.02512,1.95407,2.03514,2.01810,2.05153,1.95921,2.01341,1.99013,1.99057,1.98837,2.02088,2.03952,2.06360,1.98766,1.96676,2.02924,1.99348,2.03979,2.06684,2.01712,2.01914,2.06088,2.01371,1.98528,2.01860,2.00866,2.00385,2.04394,2.05094,2.00508,1.98968,2.00434,2.01681,2.00538,2.01234,1.97496,1.98716,1.99326,2.00899,1.96954,2.00505,2.04204,1.92607,2.00985,2.01819,1.99416,2.01284,1.94267,2.01784,1.99063,1.97744,2.00852,2.02788,2.00242,2.00994,2.01463,2.02252,2.00604,1.93807,2.03755,2.01824,2.00999,
